ID,Trait,AUX,Hide,Image URL,Image,Preview,Type,Rarity,Price,Description,Item
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
,, ,FALSE,,,,,,,,
